   1.0000000000000000e+00	   8.6061899585644674e-01	   7.4066505602895871e-01	   6.3743041678560131e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.0000000000000002e+00	   9.9999999999999989e-01	  -7.9776778815832616e-01	  -7.6192148189251374e-01	   5.2679369243568719e-01	
   1.0000000000000000e+00	   9.4756685706100041e-01	   8.9788294860046236e-01	   8.5080412361400393e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   2.8124999999999994e-01	   7.0559210526315796e-01	  -7.9776778815832616e-01	  -7.6192148189251374e-01	   5.2679369243568719e-01	
   1.0000000000000000e+00	   1.0345147182655539e+00	   1.0702207023080583e+00	   1.1071590683301842e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.2500000000000019e-01	   8.2236842105263142e-01	  -7.9776778815832616e-01	  -7.6192148189251374e-01	   5.2679369243568719e-01	
   1.0000000000000000e+00	   1.2084104406746612e+00	   1.4602557931315288e+00	   1.7645883464757977e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.5789473684210524e+00	  -7.9776778815832616e-01	  -7.6192148189251374e-01	   5.2679369243568719e-01	
   1.0000000000000000e+00	  -1.5739211178710535e+00	   2.4772276852804667e+00	  -3.8989609676377541e+00	   4.8902195608782434e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   7.1190937149554656e-01	  -7.6192148189251374e-01	  -2.6264962112219039e+00	
   1.0000000000000000e+00	  -1.4869732566664999e+00	   2.2110894660413769e+00	  -3.2878309041005380e+00	   5.6137724550898205e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   7.1190937149554656e-01	  -7.6192148189251374e-01	  -2.6264962112219039e+00	
   1.0000000000000000e+00	  -1.4000253954619464e+00	   1.9600711079383792e+00	  -2.7441493280249647e+00	   6.3872255489021945e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   7.1190937149554656e-01	  -7.6192148189251374e-01	  -2.6264962112219039e+00	
   1.0000000000000000e+00	  -1.3130775342573928e+00	   1.7241726109714746e+00	  -2.2639723206485547e+00	   7.1912266702132355e-01	   1.1969676818725746e-03	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   7.1190937149554656e-01	  -7.6192148189251374e-01	  -2.6264962112219039e+00	
   1.0000000000000000e+00	  -1.0522339506437319e+00	   1.1071962868873158e+00	  -1.1650295230895109e+00	   7.6384270958017475e-01	   1.4483308950658336e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   7.1190937149554656e-01	  -7.6192148189251374e-01	  -2.6264962112219039e+00	
   1.0000000000000000e+00	  -3.5665106100730337e-01	   1.2719997931763524e-01	  -4.5366007583741652e-02	   0.0000000000000000e+00	   2.2222222222222224e-01	   7.1111111111111103e-01	   6.6666666666666638e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -7.9776778815832616e-01	  -7.6192148189251374e-01	  -2.6152878347871056e-01	
